run,init_q25,init_med,init_q75,final_q25,final_med,final_q75,landing_value,landing_i,landing_j
1,3.6421138084935527,4.983053418446913,6.284686695214669,1.035777239078059,4.744079502720934,8.353901152223388,22.561998894597135,21,43
2,3.6851198007150656,4.859747239248362,5.99951237635992,1.0513720782977711,4.7706065039616785,8.344433039889106,12.81453175306418,17,39
3,3.8469123039384856,4.880451838614416,6.002137573510289,1.4840295279249178,4.934932781291408,8.488952469420912,22.52934885733559,14,47
4,3.929679437826082,5.067455168668777,6.2163250715821565,1.6376206195026346,5.002573334971796,8.5667355533825,20.710504978300417,23,23
5,3.4972568007661318,5.032077974021021,6.520291274875989,1.3851035586643912,5.016190227957412,8.605858935516858,12.043663559094231,28,36
6,4.062966643233331,5.170855502641288,6.3297462329249345,1.5987114746301216,4.95002037076858,8.539804135016952,14.374699731959431,16,47
7,4.158427846471333,5.094487590306324,6.0503360648541555,1.5647763163512327,5.208605506741287,8.817341465899121,13.199217980882636,25,29
8,3.9039754609241126,4.936702220437748,6.024338848543327,1.3791850530171463,4.957972027341299,8.509777322505968,12.774370312307493,14,39
9,3.7585312309591714,4.826489399659634,5.9101763309801445,1.226830466005493,4.681657968474983,8.26003684006422,14.613157653844132,8,36
10,3.998489462004482,5.067104734424175,6.155359871011455,1.4297453780508,5.085572073355113,8.632884420818758,14.351873675532701,16,27
11,3.516890841847217,4.5918776133808485,5.684382574589465,0.8792847662757661,4.581968324052529,8.006075817279948,10.408930167119593,18,32
12,3.812413825913523,5.029680356331873,6.277163005488328,1.425342734780929,5.19795407491223,8.739109409302763,12.855725333092773,23,46
13,3.76979271552804,4.883115888614853,6.034145999647413,1.34548274655065,4.95095325724925,8.481509880301871,11.89394444262674,10,40
14,4.057605689075862,5.143699855689784,6.24877947927873,1.6622911254276618,5.076951155645752,8.575078655454838,18.917508781028975,18,43
15,3.759127553257337,4.999956462106365,6.261916639033458,1.442669191553207,5.051906356370337,8.705677499868896,12.713359285465117,20,46
16,3.6448811444424694,4.992326986893778,6.366149874853799,1.332250282636402,5.197742447295537,8.604616296619973,15.509267250768602,34,37
17,3.816231866909937,4.938425174552226,6.181507103410324,1.594127994004381,5.003161379160208,8.665738503931008,18.85103868360915,14,35
18,4.089423335491352,5.159278197768881,6.237889665236509,1.7338493112461468,5.169000720454791,8.699602701814499,11.39953122874618,18,30
19,3.647613839078044,4.822990935467446,5.95411708414902,1.2526327159866282,4.747882050248093,8.357951424413262,19.009714761459747,20,43
20,4.011677498756224,5.16860331003315,6.298552708502945,1.6722354998275175,5.103847162845609,8.574985994980562,13.195241818986998,21,29
21,3.8268647225328905,5.088846070726666,6.3131912391523635,1.3508033437726192,5.082452493237437,8.60872690650907,13.175015815274683,24,30
22,3.8104477219855433,4.911724307514967,6.079531269810138,1.3910854481228063,4.910629725405572,8.600050223975405,16.808120700802093,27,33
23,3.5561774033198423,4.650792834907964,5.777966090621566,1.120826885681965,4.707000143650868,8.333112273140445,10.172790953011889,27,31
24,3.966835425880424,5.089226239723169,6.230765368711815,1.4132720822188019,5.100835869800555,8.741106638662878,15.517313466159449,25,41
25,3.9270602142387863,5.076814626176626,6.256116577090225,1.4402652453526799,5.137477856632119,8.63889467641603,15.302828447968697,29,37
26,3.8933587535621674,5.042774767896673,6.221399151600675,1.4424419832739608,5.131885049928092,8.730420296116229,21.89105992038342,27,35
27,3.819935953886275,5.039009934446901,6.285950019155719,1.4516703631159291,5.117184247014714,8.794263651198628,20.69327515738912,17,37
28,3.692385015766315,4.79652889043852,5.9346530067976815,1.2332334104366192,4.851725854762015,8.424813551927098,9.912449786699469,27,42
29,3.9339510835538363,5.108743721702413,6.237715611804912,1.456667693517721,5.13475749311211,8.686210740499357,15.54098973512211,19,24
30,3.6725565606326875,4.862983300821003,6.052406456488039,1.261429596629276,4.840557215203436,8.527275184634124,14.91885181935399,18,32
31,3.928558420287998,5.0496399602597,6.18178011702696,1.5896212494239697,4.863809467984119,8.427644148049037,8.384926069451588,28,34
32,3.7124461434534206,4.955769098958032,6.233065518961917,1.2645384774340322,5.019373167733778,8.571029931377325,17.4495540062387,17,39
33,4.0077331435819765,5.315789954855695,6.5970258451429435,1.732616504461291,5.275062066417836,8.91758777352577,19.21292139856432,16,32
34,3.697133008300576,5.215594748705908,6.684132423645392,1.6383419761169509,5.353109641222526,9.09050446369422,13.385890610091092,30,38
35,3.9420237877478845,5.138272566677413,6.292013176180443,1.6275482909821841,5.147328900397836,8.662718131253868,15.839315145028904,24,43
36,3.9418561509714523,5.101404090527598,6.335864329550799,1.4879429464936058,5.2743519918388895,8.97312208665748,16.292588030017637,20,27
37,4.087161600869245,5.182842891564883,6.264939181291665,1.7023755145705761,5.139185267460326,8.752084982194262,16.59431915064956,23,46
38,4.009345429486755,5.109476778912384,6.220119025947994,1.557543760369875,5.142652329882983,8.728792978979994,20.706073360901065,17,34
39,3.774032531999567,4.930754605879551,5.999888040105137,1.2173091477511855,4.696335211467103,8.210858372965433,19.50516957300981,23,33
40,4.122344325689293,5.141361134757608,6.220571145454937,1.6929000767584368,5.253812633114272,8.8078002109326,12.064694421728763,25,38
41,3.5936653335042297,4.8562822879799015,6.0857889386386095,1.1018202906315844,4.705317192134462,8.256684103048316,11.183458139646715,18,26
42,3.675925599908809,4.811683619829246,5.918545520299712,1.334205023304411,4.939300994070715,8.435497991124663,19.00693906001113,20,39
43,3.6209055079188843,4.838923994720098,6.050542211325494,1.3759827304630985,4.7680226460654715,8.47708208779321,14.795310136211338,20,46
44,3.8918302227402375,4.9601780392149815,6.013825704111794,1.3421078776101452,4.929786635866224,8.316690211462353,21.186263427357353,12,36
45,3.8122421590632087,4.94453117249632,6.061052628923062,1.4504985213226238,4.9441615955726,8.52607050717029,18.409520578825735,28,31
46,4.062278523950606,5.295336875226529,6.561191717287587,1.8017149085605944,5.34934375864141,9.024162505934909,15.78740931851867,18,34
47,3.7365211812275017,4.811759485106726,5.938470453285873,1.2946619384905664,4.861692830538052,8.369565881998355,22.33608793815516,30,37
48,3.6972712161039727,4.890829863335851,6.0962233341500776,1.1611867592034346,4.776754055683369,8.237834479688223,18.41067277869687,32,31
49,3.959446312153736,5.078314453767531,6.171641635069195,1.4488261710186252,5.162732269047316,8.658683929210346,17.47749071617798,22,36
50,3.7208445638664105,4.849943182131247,5.996572157840182,1.154745273111147,4.796189898721802,8.17766815759388,17.336958416889335,6,36
51,3.801953837889565,4.933662832011458,6.047740987029298,1.3941198259347705,4.996565942509351,8.598697753652125,11.412076933658996,31,38
52,3.7995504197198233,4.892410565049715,5.979145961486963,1.8195148718858496,5.064247545407412,8.379875693927428,9.037075555370658,27,37
53,3.7469755308893173,4.970054909996169,6.124959687163268,1.287550580672745,4.877506354521571,8.476374653783381,20.214375432375817,8,40
54,3.4547193966820235,4.6184800605907,5.726821150110101,1.1177413000648406,4.651040567446218,8.014747507137141,15.068419475523854,15,44
55,3.817722336293932,4.9217431627837485,6.05402211651972,1.3473077579786457,4.833887049558449,8.340066363285775,12.01880862325601,30,36
56,4.0332539843948165,5.166666987691677,6.308564488321391,1.615520109853013,5.028061887898836,8.650657517841449,20.497874000342236,13,33
57,3.444312565216542,4.595228255162189,5.752235415793537,0.8902282381725541,4.445249769950681,7.880139384273903,20.01713446751722,17,46
58,3.692017124961438,4.714559438112879,5.792614844990327,1.2902266464401109,4.619895140431715,8.220588484117851,12.888573614409271,27,37
59,4.026156152461928,5.162556501908858,6.2702742232221045,1.4394346272825411,5.142283101506333,8.766024690805363,16.59400831872417,23,27
60,3.8911825970523157,4.985048848457045,6.144535367576164,1.627709754415113,5.000278248556143,8.361893894652003,16.96553489279535,14,38
61,3.5343239395894064,4.640611034820976,5.756571041673308,1.2408660928823703,4.759667991187353,8.260830000333884,16.840861676901795,13,42
62,3.9852522396490744,5.02462868815215,6.04939662024433,1.4301477546912604,5.0225343962171225,8.610155290186844,15.896041029214501,24,39
63,3.9394626499328282,5.095566870679974,6.149878102815274,1.3348081839416814,5.06478794925873,8.713950314382428,18.780471219702633,21,30
64,4.098698820257432,5.21856019037822,6.318645479916394,1.754429200505503,5.2155479379288945,8.767615810301534,15.213063510732383,26,30
65,3.721412730210678,4.79758128842219,5.917414114524128,1.2517428611906118,4.821818803338163,8.360599153376226,16.49554836953698,23,45
66,3.8159376792245254,5.175263272896531,6.5182610157633825,1.70869123175958,5.367704128157811,8.906225240802774,14.184095852086507,21,24
67,3.5349822125709,4.867683113794704,6.252964397867225,1.3146988860207074,4.816803897316159,8.49304130969907,11.944072033592162,24,38
68,3.523674693494725,4.9048506317530975,6.254837629710515,1.4097044468034208,4.896209155392432,8.36782540664758,13.412546187952726,19,39
69,3.6256696943686624,4.878392936865222,6.164712489466784,1.3792275465233326,4.883675493364371,8.362854256405356,16.65587263890265,19,43
70,4.137892918019679,5.2541496554903695,6.381792092183897,1.6237565713477167,5.315869440297379,8.82885276485192,19.50099748528209,17,31
71,4.239356022681158,5.186983718981228,6.176286001067059,1.6777540203395254,5.240617839093373,8.955942921543045,13.611614355214058,18,33
72,3.924521942808051,5.0097033996694815,6.051511292469291,1.3026370575427888,4.728823916895392,8.161190853758953,19.31298310852022,19,30
73,3.6272458706688235,4.841050636999373,6.059386183421864,1.4029558253286187,4.873452340990337,8.416478750263316,16.766050447422145,20,44
74,3.995234962185426,5.128982158926756,6.29107688262553,1.8217410490392631,5.307290540722228,8.80096116013381,15.616394772003133,13,41
75,3.4594493760808396,4.775599983395011,6.025102839990672,1.2387647215754503,4.873478968020368,8.662865950713815,15.747981500286421,19,40
76,4.215073554698735,5.300556802416378,6.314718263131354,1.8759034010258575,5.254082408066999,8.65669901791351,18.239635212177603,20,27
77,4.414639245606509,5.446181449460573,6.615282684833701,1.795375902712958,5.4811392941971295,9.107173334606312,14.273999919632416,21,43
78,3.8544721701151503,5.030268429584531,6.232122736126679,1.429503590195283,5.080395073233445,8.617038112815763,15.325207244890304,5,36
79,4.109692115870673,5.193060388276668,6.267754337524886,1.6711605344709917,5.1205002236688415,8.753483568477993,12.97218691986339,11,34
80,4.039609058849917,5.168048505913843,6.283049970751666,1.6802766203366999,5.20933963303497,8.62931779684467,20.399580078239225,18,35
81,3.6996214106027776,4.930735464569292,6.077473974574692,1.3814579675078715,4.931600914826705,8.442684252679978,23.47850922067243,31,36
82,3.920545698530933,5.072733756057604,6.240510228474768,1.3443131016143552,5.083394630822831,8.819688598748106,14.374731151333233,20,44
83,3.972199895213018,5.119012245165458,6.224292519651937,1.5042807394041562,5.041099654370267,8.443272180174482,20.965039415289937,24,37
84,3.8992988368114454,4.9720660697606025,6.043446468605499,1.5225266405097864,5.014599356556387,8.612098009785973,15.60145068053744,8,42
85,3.8025451423309535,5.0226072642644075,6.251181731351165,1.2049717355203362,4.7931459395346145,8.305940418950453,16.54315801783728,12,41
86,3.364661517082374,4.597697557406063,5.8498548079749755,1.2123948367522739,4.747654187710139,8.339369218844471,17.765468754286026,26,30
87,4.251364477027681,5.335948619849534,6.628342168640327,2.133281131437857,5.478628998055672,8.991115184203883,11.4487631811819,24,29
88,3.8239189060037004,5.095340212260247,6.35434153068393,1.4654835700066504,5.25605318841831,8.798328031745413,17.219109812198667,14,38
89,3.843023711221156,4.977927937521692,6.0550756002075365,1.2932213379685757,4.884846716926722,8.430629408447752,17.29784627747133,25,36
90,3.9664956341605766,5.162596987875526,6.397843667422004,1.673407631060774,5.21812928577082,8.780124548146283,15.091170998045857,21,34
91,3.7969972667017786,5.040140109723064,6.251142917702047,1.4871324456493762,5.023187384654557,8.552171940723955,18.43094974507878,16,48
92,3.8584759364007963,4.9582364482061685,6.07113572459833,1.380218788414642,4.869841051109869,8.505612350015692,15.778002614123055,16,31
93,4.224106860727881,5.150887846761114,6.109544716894833,1.6752614431594628,5.1711004329523,8.632437077762841,16.72668695299363,20,41
94,3.6829913594237658,4.813554137801454,5.980716638668432,1.392702744128417,4.916144411354484,8.536597908874743,13.686097570643817,26,33
95,4.032089397356146,5.257939869624277,6.446176674081963,1.4987508572106374,5.1340966391887894,8.73804709157227,23.862850030765706,21,45
96,4.066871585570114,5.1395714611010845,6.265799769661968,1.5195844210111302,4.980782027613463,8.587298510579082,15.681077105858755,32,39
97,3.5712799209395407,4.689333246253385,5.803730042751157,1.1770155549105645,4.74449249333667,8.279582869429891,12.755725215432204,28,37
98,3.8711680489524714,5.062418872543681,6.183814545806795,1.5040592480632908,5.022150105319062,8.626216644412622,14.454136716140944,29,34
99,3.5220295600432,4.720018034608556,5.892470373990619,1.3089993632741814,4.907774536236467,8.24569818276286,20.432414092893815,23,25
100,3.860312387984411,5.034652959007346,6.193285576474395,1.622082330145994,5.189106637709148,8.770239148709114,16.169678616935876,14,39
101,4.060491708242281,5.175052344194846,6.2963337457327135,1.7373285055575924,5.196845748021982,8.700304063347485,13.429220572749896,26,26
102,3.791979156723432,4.898692050949008,5.981823383229584,1.4100468490521356,4.908991613514969,8.48537166615378,17.910571384759074,30,36
103,3.740047993913336,4.930559456106614,6.138173535286734,1.2636182284550417,4.948151718784237,8.521123709169682,24.590345094156675,26,22
104,3.7036073200658146,4.783777162241568,5.891952232615233,1.1858833041850196,4.868470713549649,8.370935142850088,1.4757962649770962,23,43
105,3.847065089880344,4.982022455992344,6.0676327634166904,1.3727547908126057,4.867828747087648,8.516091453176355,12.719196965602961,23,41
106,4.2295940355108,5.385707667353023,6.47618953925927,1.8379611465132208,5.311520571678056,8.933723741140106,18.304509696739316,13,33
107,3.535810392208172,4.859684653344631,6.202884166798347,1.3676108296972564,4.9169470632719285,8.425486347598959,13.84734184537169,15,33
108,3.673677522227562,4.700990048868036,5.755414630364365,1.0695969706080235,4.763697243928505,8.24484269620576,17.538782379673677,16,43
109,3.7356118346759866,4.826941534388794,5.94821341603485,1.2615233562510264,4.773790011857958,8.257156075346256,15.32574228134779,19,47
110,3.9817937177309215,5.243680775461651,6.457548475375837,1.5956835499961595,5.203056621103972,8.93886892940214,23.79830926989146,18,31
111,4.527480910144002,5.4856037410824605,6.496526268836227,2.119937000470365,5.543070202097271,9.105548122822869,11.014357968386683,21,47
112,3.735780888853583,4.905101541721356,6.049451888576829,1.2055430468725294,4.747083945974035,8.366004149488003,14.21514479689245,10,35
113,4.303519125430443,5.445923191971167,6.552908447979402,1.8862052272217074,5.597185741295311,9.030357306603095,19.840599864438182,25,33
114,3.7366293825456305,4.869600926169227,6.067811962763577,1.3148220927695429,4.833343834973981,8.321730235010724,18.63728725816382,18,33
115,3.918802763333622,5.008459796289731,6.0788353396608805,1.4762638540365096,4.949437289175213,8.444820097033423,15.32024894746537,21,37
116,3.6262705671300908,5.122738376611888,6.588571874704476,1.5604789638323422,5.0960085512741475,8.494866853329118,14.235809200823079,20,45
117,3.8153797266975022,5.118193720997259,6.402777770985918,1.318433223537857,4.937529145984633,8.463054836226659,20.067434514530863,30,38
118,3.855990300622116,4.992599509446867,6.077412213898038,1.350677998307373,4.9270830425457195,8.519727712734156,14.38781091076407,22,42
119,4.006988310135272,5.132182172261869,6.229806103225831,1.7583975151660858,5.06306499845464,8.625847510036124,12.155276289526082,22,28
120,3.6463739579803485,4.999954985338968,6.256058415772429,1.3591720435974939,4.932758633921088,8.397219140970012,18.250054443832976,15,38
121,3.799440826739451,4.8205285754257385,5.824987924027927,1.2839067731364162,4.90898677595408,8.616375883851768,19.513030753807485,16,30
122,3.661770453397938,4.877284037397263,6.075066160494167,1.5001064943225324,4.922678173810349,8.5833318893234,14.247123651264353,14,29
123,3.8223744437755527,5.058235618462463,6.288494384379408,1.4348599640061936,4.934461884682666,8.527549664601763,10.448866988051956,19,29
124,3.8017466948298515,4.923671552297996,6.108108016927666,1.3859994545108523,4.850618345093562,8.429080725931193,19.93762378447112,11,29
125,3.878025596631818,4.921027335232304,5.984327069852425,1.4503375186278167,4.820568153928523,8.398730702923821,14.683224858804511,22,30
126,3.8954620417512453,5.222228350372797,6.547546178592853,1.6085504018827803,5.107450142029977,8.78256028087161,15.250823291384812,19,36
127,3.5718997429386903,4.690914739394396,5.874825501381855,1.3302804919656142,4.742864297932034,8.263266430933509,19.024190750704328,22,46
128,4.053188343870355,5.073336263022018,6.097304923034737,1.6408707503485396,5.194513010379141,8.611071862294263,14.81399272182777,29,33
129,3.657906104646365,4.840704477867833,6.028459301662994,1.3388418681986947,4.847343455824474,8.373139152354298,16.920849025953544,19,39
130,3.664192447286455,4.832008497455614,6.035443881512991,1.386683978170775,4.819424251484808,8.235564410940096,10.812671612791531,24,27
131,4.019512457524014,5.279777476016008,6.516726248049848,1.7221840219118985,5.112658662041077,8.793574071833564,21.012874154145646,20,32
132,4.363659171400192,5.397495459129898,6.44695980736199,1.7585379171507494,5.316703911619797,8.914837910186035,16.492544113977925,23,35
133,3.8646729650977867,5.0504439275596695,6.180561833186194,1.3407199390785165,5.035769902037323,8.621396222748437,13.29276253716662,21,42
134,3.9397623478988217,5.060368360141313,6.167323128812943,1.4463373376222757,4.946966459918471,8.643243652292494,17.620203022507525,23,34
135,4.314741551575999,5.400546238908834,6.561787565601556,1.770889444500741,5.444890947003371,9.159935905334576,17.60846552626397,10,30
136,3.7825740756964166,4.981385894129543,6.151585857329318,1.619658513299462,5.164367371027936,8.661771193413879,11.808720653267141,19,34
137,3.824479958340621,5.036334756130232,6.237802099889336,1.5663706133704869,4.939500518782978,8.510416267893776,20.160751041999067,25,40
138,3.4260205591272013,4.630658076742856,5.892357455604297,1.0433861205727117,4.619576618459318,8.151652334635129,15.85550837639303,25,34
139,3.7763553043181477,5.054213481183124,6.2511645287939706,1.5047192231806967,4.894011037499759,8.623535949745188,13.836525563489362,18,28
140,3.970731025758756,5.163986148600672,6.420010012646003,1.4553272876067729,4.918208234113314,8.770525322226593,14.407254751953538,15,36
141,3.7414699786100587,5.105611584009338,6.452288040148914,1.4874039598405782,5.219889619118044,8.775932423940121,15.257138740073461,17,33
142,3.6640124348420455,4.927492285978601,6.150277443218225,1.238721814286981,4.919852820476862,8.500154073936882,27.59586896256957,9,36
143,3.8946041512023672,5.026351039005055,6.175988902527761,1.379924171582045,5.280259757199288,8.615282994116924,13.197578979229394,21,42
144,3.740269012446773,4.938370528550589,6.217015840643978,1.323819076707095,4.928239996194624,8.587994466942316,17.02182041649893,27,33
145,3.4678786521726934,4.941908241515506,6.271399746863431,1.1420707518059072,4.760196143300616,8.323726367084124,19.858603725107162,18,24
146,3.955596453194227,5.06037126593662,6.141467843204975,1.4862839099945448,5.204126899746397,8.725044097001547,13.620162712012071,23,29
147,3.8279056887822804,5.0998877372216285,6.380673260866659,1.5766604385219716,5.103983542204338,8.564163011251594,14.816680089314154,17,37
148,4.4985493946674655,5.592027077463753,6.711462329993793,1.8124480519378474,5.43228796489745,8.918315872804694,21.105882991443806,28,31
149,3.8102524596519936,4.8744195496163805,5.926470723431018,1.5227500729833894,4.7836934934727875,8.327882412021317,15.968109180419468,13,35
150,3.567229893770137,4.815712449531484,6.143295687690973,1.0972097456165262,4.6143446143284645,8.21240313562405,19.730843496826513,17,35
151,3.4314271932131137,4.6166159797761175,5.9125821907881,1.2469381369111203,4.6071292105345565,8.136831460237516,17.783740386521202,15,48
152,3.951377579094943,4.993755362148104,6.0100199921822925,1.6277865685778998,5.034843751229351,8.58006834310332,13.4669582036121,23,48
153,3.8200377056105546,4.873384038347879,5.930878375400862,1.2063209102467631,4.813305991422975,8.31670327475474,17.440645810056758,16,25
154,3.627367065922657,4.813302516712536,6.013743400273898,1.0762840671935006,4.624045222843707,8.25420562178746,11.553857730550206,28,38
155,3.516646658723728,4.949906315811804,6.4347419150882015,1.5674478569804775,5.016599763433251,8.725821996373515,15.618863363448174,25,38
156,3.870636476769931,5.09358400805999,6.259518399818491,1.5045799593254525,5.00859420699979,8.593294533929907,18.86589439651405,32,34
157,3.613656285378187,4.949560994431225,6.362024996811415,1.3952913413188246,4.959189874799113,8.682916360785729,12.258348869607797,32,34
158,3.866121160127083,5.039406159267723,6.216944432424573,1.5618860022862309,5.061785618410431,8.466792431529925,19.869640477709716,19,44
159,3.861617722026039,5.059056988899399,6.186997521589392,1.5674883734609537,4.973248282514974,8.432258350988327,22.01451055708049,22,33
160,3.6562841982631142,4.906621397723464,6.058585320773569,1.6419625533508095,4.94900693958591,8.420258937189189,13.420825116323801,27,32
161,3.6924520817087436,4.931740096863568,6.171676836627856,1.5177419372926073,5.02382254709647,8.532429706157009,13.604060765964459,24,37
162,3.8632330209121872,5.009739826845005,6.244043067900529,1.3877683473373899,5.069702710145089,8.421233050327182,13.122280540582217,18,31
163,3.8552546551912243,4.929567124057558,5.977726292524763,1.390456766607018,4.915595470105888,8.339751152220572,12.915524719460485,27,33
164,4.0632565186473215,5.114676991885477,6.150912348226258,1.4182351842788983,5.063670690177419,8.648910244668045,11.251814047783338,18,39
165,4.010456061865279,5.115480879986416,6.295151178047231,1.6985646813553712,5.276638777889133,8.808557631472137,25.872875124961354,18,40
