run,init_q25,init_med,init_q75,final_q25,final_med,final_q75,landing_value,landing_i,landing_j
1,0,0,0,0,0,0,11.705770264314221,0,0
2,0,0,0,0,0,0,10.350787305368545,0,0
3,0,0,0,0,0,0,13.704081344054273,0,0
4,0,0,0,0,0,0,12.167151512213788,0,0
5,0,0,0,0,0,0,11.025505617574286,0,0
6,0,0,0,0,0,0,12.21551353547908,0,0
7,0,0,0,0,0,0,8.991105920157853,0,0
8,0,0,0,0,0,0,8.78791742863486,0,0
9,0,0,0,0,0,0,11.845263061537652,0,0
10,0,0,0,0,0,0,12.023022680370389,0,0
11,0,0,0,0,0,0,9.607616882963294,0,0
12,0,0,0,0,0,0,11.216666141588817,0,0
13,0,0,0,0,0,0,10.288896985115388,0,0
14,0,0,0,0,0,0,12.481895561543782,0,0
15,0,0,0,0,0,0,8.586840151877077,0,0
16,0,0,0,0,0,0,9.234103435535046,0,0
17,0,0,0,0,0,0,11.862948669417204,0,0
18,0,0,0,0,0,0,11.24457125565069,0,0
19,0,0,0,0,0,0,14.515201063543044,0,0
20,0,0,0,0,0,0,10.221880265243076,0,0
21,0,0,0,0,0,0,11.552523273717185,0,0
22,0,0,0,0,0,0,11.161394128538863,0,0
23,0,0,0,0,0,0,9.368879430789155,0,0
24,0,0,0,0,0,0,11.018832038206964,0,0
25,0,0,0,0,0,0,10.417159718806783,0,0
26,0,0,0,0,0,0,13.021640370238362,0,0
27,0,0,0,0,0,0,11.704341569104304,0,0
28,0,0,0,0,0,0,10.782714155310261,0,0
29,0,0,0,0,0,0,12.040187380734531,0,0
30,0,0,0,0,0,0,10.940428983529436,0,0
31,0,0,0,0,0,0,8.900908950268336,0,0
32,0,0,0,0,0,0,12.532526130478988,0,0
33,0,0,0,0,0,0,13.332558479889867,0,0
34,0,0,0,0,0,0,10.08010596751906,0,0
35,0,0,0,0,0,0,9.80577010762284,0,0
36,0,0,0,0,0,0,14.647504963446448,0,0
37,0,0,0,0,0,0,12.369289652308888,0,0
38,0,0,0,0,0,0,10.837604703752588,0,0
39,0,0,0,0,0,0,12.65692403249482,0,0
40,0,0,0,0,0,0,13.855804554470478,0,0
41,0,0,0,0,0,0,9.757887674848254,0,0
42,0,0,0,0,0,0,11.081374252298412,0,0
43,0,0,0,0,0,0,11.147696940804494,0,0
44,0,0,0,0,0,0,13.052646990731345,0,0
45,0,0,0,0,0,0,12.18212684914538,0,0
46,0,0,0,0,0,0,14.133924931458285,0,0
47,0,0,0,0,0,0,10.441676521415326,0,0
48,0,0,0,0,0,0,14.467653965767015,0,0
49,0,0,0,0,0,0,13.513367251901837,0,0
50,0,0,0,0,0,0,10.812182151456907,0,0
51,0,0,0,0,0,0,10.957157970444593,0,0
52,0,0,0,0,0,0,11.635499257268123,0,0
53,0,0,0,0,0,0,11.07829465479315,0,0
54,0,0,0,0,0,0,9.595144095754302,0,0
55,0,0,0,0,0,0,9.262262214272834,0,0
56,0,0,0,0,0,0,11.188115432849822,0,0
57,0,0,0,0,0,0,14.973026866630017,0,0
58,0,0,0,0,0,0,12.585087240574625,0,0
59,0,0,0,0,0,0,12.485934953966854,0,0
60,0,0,0,0,0,0,10.807201076842963,0,0
61,0,0,0,0,0,0,11.23455238978193,0,0
62,0,0,0,0,0,0,12.82901162324029,0,0
63,0,0,0,0,0,0,11.508334424799932,0,0
64,0,0,0,0,0,0,12.007038277488128,0,0
65,0,0,0,0,0,0,11.844621817976591,0,0
66,0,0,0,0,0,0,12.58056978606621,0,0
67,0,0,0,0,0,0,10.301863236018434,0,0
68,0,0,0,0,0,0,10.516770475914093,0,0
69,0,0,0,0,0,0,9.449087386694673,0,0
70,0,0,0,0,0,0,8.367961940158455,0,0
71,0,0,0,0,0,0,11.163660937745211,0,0
72,0,0,0,0,0,0,11.591320787051215,0,0
73,0,0,0,0,0,0,12.367412819429898,0,0
74,0,0,0,0,0,0,12.0635354899823,0,0
75,0,0,0,0,0,0,11.935322220048551,0,0
76,0,0,0,0,0,0,11.306096442199827,0,0
77,0,0,0,0,0,0,9.191010710669959,0,0
78,0,0,0,0,0,0,13.604619368585274,0,0
79,0,0,0,0,0,0,10.388426479337069,0,0
80,0,0,0,0,0,0,13.021682825582909,0,0
81,0,0,0,0,0,0,10.298866712976231,0,0
82,0,0,0,0,0,0,11.793824567160813,0,0
83,0,0,0,0,0,0,11.491110235990059,0,0
84,0,0,0,0,0,0,11.186716234281391,0,0
85,0,0,0,0,0,0,10.647810145412272,0,0
86,0,0,0,0,0,0,11.597458117306184,0,0
87,0,0,0,0,0,0,11.165444679457186,0,0
88,0,0,0,0,0,0,10.216824310482487,0,0
89,0,0,0,0,0,0,13.208535161480112,0,0
90,0,0,0,0,0,0,11.078559444111463,0,0
91,0,0,0,0,0,0,10.848743515741011,0,0
92,0,0,0,0,0,0,11.040377485613082,0,0
93,0,0,0,0,0,0,11.58038480813595,0,0
94,0,0,0,0,0,0,11.509097953167434,0,0
95,0,0,0,0,0,0,10.787931993476693,0,0
96,0,0,0,0,0,0,12.83720444162628,0,0
97,0,0,0,0,0,0,8.837733398425314,0,0
98,0,0,0,0,0,0,12.097932149270248,0,0
99,0,0,0,0,0,0,10.290987568883386,0,0
100,0,0,0,0,0,0,10.290729091964488,0,0
101,0,0,0,0,0,0,10.878111993455164,0,0
102,0,0,0,0,0,0,11.541705544617983,0,0
103,0,0,0,0,0,0,11.020368645511157,0,0
104,0,0,0,0,0,0,11.324865211228069,0,0
105,0,0,0,0,0,0,10.941586289633724,0,0
106,0,0,0,0,0,0,11.870202436999246,0,0
107,0,0,0,0,0,0,11.34660588245766,0,0
108,0,0,0,0,0,0,10.364329161565186,0,0
109,0,0,0,0,0,0,7.78781051823678,0,0
110,0,0,0,0,0,0,10.37863452100763,0,0
111,0,0,0,0,0,0,11.838873552689517,0,0
112,0,0,0,0,0,0,10.617270100936468,0,0
113,0,0,0,0,0,0,11.753636441895809,0,0
114,0,0,0,0,0,0,9.328503745494391,0,0
115,0,0,0,0,0,0,11.183581772124505,0,0
116,0,0,0,0,0,0,11.3614852034506,0,0
117,0,0,0,0,0,0,12.126463970703396,0,0
118,0,0,0,0,0,0,8.411566156713922,0,0
119,0,0,0,0,0,0,11.0783485728364,0,0
120,0,0,0,0,0,0,9.658986838922207,0,0
121,0,0,0,0,0,0,11.558006328367604,0,0
122,0,0,0,0,0,0,11.472378368570329,0,0
123,0,0,0,0,0,0,9.16202787849981,0,0
124,0,0,0,0,0,0,12.122041979086246,0,0
125,0,0,0,0,0,0,11.466705502805343,0,0
126,0,0,0,0,0,0,11.485118152418117,0,0
127,0,0,0,0,0,0,12.620881455424655,0,0
128,0,0,0,0,0,0,9.62975452196667,0,0
129,0,0,0,0,0,0,11.778250116451868,0,0
130,0,0,0,0,0,0,12.66535848718648,0,0
131,0,0,0,0,0,0,10.763176262329551,0,0
132,0,0,0,0,0,0,11.786990079313549,0,0
133,0,0,0,0,0,0,11.254422071549701,0,0
134,0,0,0,0,0,0,11.068484518074156,0,0
135,0,0,0,0,0,0,11.424748078633709,0,0
136,0,0,0,0,0,0,7.952215632482981,0,0
137,0,0,0,0,0,0,12.296764893102363,0,0
138,0,0,0,0,0,0,11.562449929624739,0,0
139,0,0,0,0,0,0,11.232818218502072,0,0
140,0,0,0,0,0,0,10.738999435440128,0,0
141,0,0,0,0,0,0,11.651675592730616,0,0
142,0,0,0,0,0,0,16.067421298172093,0,0
143,0,0,0,0,0,0,9.680051538546394,0,0
144,0,0,0,0,0,0,13.019359038859795,0,0
145,0,0,0,0,0,0,12.38930437814318,0,0
146,0,0,0,0,0,0,9.864271119298293,0,0
147,0,0,0,0,0,0,11.609649457409672,0,0
148,0,0,0,0,0,0,12.148470598334713,0,0
149,0,0,0,0,0,0,13.497278747777566,0,0
150,0,0,0,0,0,0,13.28465778621886,0,0
151,0,0,0,0,0,0,8.8417349587341,0,0
152,0,0,0,0,0,0,10.813203281587283,0,0
153,0,0,0,0,0,0,12.410644699025434,0,0
154,0,0,0,0,0,0,8.856038894765767,0,0
155,0,0,0,0,0,0,11.669071168041285,0,0
156,0,0,0,0,0,0,10.5615803842833,0,0
157,0,0,0,0,0,0,11.140227014477443,0,0
158,0,0,0,0,0,0,12.733326055813272,0,0
159,0,0,0,0,0,0,10.877009173090453,0,0
160,0,0,0,0,0,0,11.492200268649588,0,0
